Age,Gender,Income Level,Location,Purchase Frequency,Avg Spend (INR),Product Category,Quantity Purchased,Previous Channel,Loyalty Membership,Payment Method,Discounts Used,Time of Purchase,Seasonality,Proximity to Store (km),Delivery Time (days),Device Ownership,Internet Access,Tech Savviness,Trust Level,Current Promotions,Channel Preference
44,Female,High,Urban,15,196,Beauty Products,2,Online,FALSE,UPI,FALSE,Morning,New Year Sale,13,3,TRUE,FALSE,High,High,Offline Only,Offline
24,Male,High,Suburban,12,300,Beauty Products,4,Offline,FALSE,Cash,FALSE,Afternoon,Black Friday,9,3,TRUE,FALSE,Medium,Medium,Offline Only,Online
40,Male,Low,Rural,11,530,Groceries,5,Online,TRUE,Debit Card,FALSE,Afternoon,Cyber Monday,15,7,FALSE,TRUE,Low,High,Online Only,Offline
27,Male,High,Rural,15,359,Electronics,9,Offline,FALSE,Debit Card,TRUE,Morning,Regular,4,8,TRUE,FALSE,Medium,Medium,Offline Only,Online
42,Male,High,Rural,8,494,Groceries,7,Online,TRUE,UPI,TRUE,Morning,Black Friday,11,4,TRUE,FALSE,High,Medium,Online Only,Offline
36,Female,Medium,Rural,10,576,Home Appliances,8,Online,FALSE,Debit Card,TRUE,Afternoon,Regular,5,5,TRUE,TRUE,Low,Low,Offline Only,Offline
37,Male,High,Suburban,9,237,Furniture,9,Offline,FALSE,Credit Card,TRUE,Afternoon,Summer Sale,13,4,TRUE,TRUE,Low,Medium,Online Only,Offline
35,Male,High,Rural,9,683,Groceries,2,Offline,FALSE,Credit Card,TRUE,Evening,Summer Sale,10,8,TRUE,FALSE,High,Medium,Offline Only,Offline
36,Female,Medium,Rural,6,145,Home Appliances,1,Online,FALSE,Digital Wallet,FALSE,Afternoon,New Year Sale,5,5,TRUE,TRUE,Low,Low,Offline Only,Offline
19,Male,Low,Suburban,12,331,Furniture,1,Online,TRUE,Digital Wallet,TRUE,Morning,Black Friday,8,8,TRUE,TRUE,High,Medium,Offline Only,Online
29,Female,Low,Rural,7,109,Fashion,3,Online,FALSE,Digital Wallet,TRUE,Evening,Summer Sale,2,3,TRUE,TRUE,Medium,High,Offline Only,Offline
25,Female,Low,Urban,20,266,Fashion,4,Offline,FALSE,Debit Card,TRUE,Morning,New Year Sale,11,1,FALSE,FALSE,High,Low,Offline Only,Online
19,Female,High,Suburban,5,670,Furniture,4,Online,TRUE,Cash,TRUE,Evening,Summer Sale,3,1,FALSE,FALSE,Medium,Medium,Offline Only,Online
29,Female,Low,Rural,9,716,Electronics,6,Offline,TRUE,Debit Card,FALSE,Afternoon,Holiday Weekend,4,2,FALSE,TRUE,High,Medium,Offline Only,Offline
44,Male,Low,Rural,4,562,Groceries,3,Offline,FALSE,Digital Wallet,TRUE,Evening,New Year Sale,11,7,TRUE,TRUE,Low,High,Online Only,Online
26,Male,High,Urban,19,794,Groceries,10,Online,FALSE,Credit Card,TRUE,Morning,Summer Sale,6,7,TRUE,TRUE,High,Medium,Offline Only,Online
24,Female,Medium,Rural,7,740,Fashion,2,Online,FALSE,Debit Card,FALSE,Afternoon,New Year Sale,8,6,TRUE,FALSE,Medium,Low,Online Only,Offline
35,Female,High,Suburban,20,137,Home Appliances,7,Online,TRUE,Debit Card,FALSE,Afternoon,Holiday Weekend,15,6,FALSE,TRUE,Low,Low,Online Only,Offline
51,Male,Medium,Rural,16,430,Home Appliances,5,Offline,TRUE,Debit Card,FALSE,Afternoon,Cyber Monday,10,8,FALSE,TRUE,Low,Low,Offline Only,Offline
43,Male,Low,Suburban,5,445,Groceries,5,Offline,FALSE,Credit Card,TRUE,Morning,Black Friday,12,5,TRUE,TRUE,High,Medium,Online Only,Online
25,Female,Low,Rural,18,987,Electronics,5,Online,TRUE,Cash,FALSE,Evening,Regular,11,2,TRUE,TRUE,High,Medium,Online Only,Offline
31,Female,Low,Urban,18,724,Fashion,4,Offline,TRUE,UPI,TRUE,Afternoon,Regular,7,8,TRUE,FALSE,Low,Low,Offline Only,Offline
26,Male,High,Rural,7,346,Fashion,9,Offline,FALSE,Debit Card,FALSE,Morning,Cyber Monday,5,7,TRUE,FALSE,Medium,High,Online Only,Online
25,Male,Low,Suburban,18,638,Groceries,3,Online,TRUE,Cash,FALSE,Morning,Regular,15,1,TRUE,TRUE,Medium,Medium,Offline Only,Online
43,Female,Low,Rural,12,284,Electronics,10,Offline,FALSE,UPI,FALSE,Morning,Regular,5,2,TRUE,TRUE,High,Low,Offline Only,Offline
50,Female,Low,Urban,19,280,Groceries,2,Online,FALSE,Digital Wallet,TRUE,Afternoon,Summer Sale,7,6,FALSE,TRUE,Low,High,Online Only,Online
22,Male,Medium,Rural,15,920,Fashion,5,Offline,FALSE,UPI,TRUE,Evening,New Year Sale,9,8,FALSE,TRUE,High,High,Online Only,Offline
28,Male,Low,Urban,3,398,Beauty Products,2,Offline,FALSE,Credit Card,FALSE,Evening,New Year Sale,14,5,FALSE,FALSE,Low,Low,Offline Only,Online
33,Male,Low,Urban,17,455,Beauty Products,4,Online,TRUE,Cash,TRUE,Morning,New Year Sale,15,6,FALSE,TRUE,Low,Low,Online Only,Offline
51,Female,Low,Suburban,3,693,Furniture,1,Online,FALSE,Digital Wallet,FALSE,Evening,Black Friday,15,3,TRUE,FALSE,Low,High,Offline Only,Offline
20,Female,Low,Rural,18,601,Beauty Products,1,Online,TRUE,UPI,TRUE,Morning,New Year Sale,6,3,TRUE,FALSE,Low,Low,Offline Only,Offline
44,Male,High,Rural,5,934,Furniture,6,Offline,TRUE,Digital Wallet,TRUE,Afternoon,Regular,3,4,FALSE,FALSE,Low,Medium,Online Only,Offline
23,Male,Low,Urban,10,608,Groceries,10,Offline,FALSE,Credit Card,TRUE,Afternoon,Black Friday,5,5,TRUE,FALSE,High,High,Online Only,Online
21,Male,High,Rural,15,730,Electronics,3,Offline,TRUE,Debit Card,FALSE,Afternoon,Cyber Monday,4,7,FALSE,TRUE,High,Low,Offline Only,Offline
48,Female,High,Suburban,3,933,Electronics,9,Online,TRUE,Digital Wallet,FALSE,Evening,Summer Sale,8,1,TRUE,TRUE,High,Medium,Offline Only,Online
21,Female,Low,Rural,15,544,Beauty Products,3,Offline,TRUE,UPI,FALSE,Morning,Summer Sale,13,2,TRUE,TRUE,High,Low,Offline Only,Online
37,Female,Low,Rural,8,274,Groceries,6,Online,FALSE,Debit Card,TRUE,Afternoon,Cyber Monday,6,7,TRUE,TRUE,Low,Low,Offline Only,Offline
40,Male,Low,Urban,12,553,Home Appliances,7,Online,TRUE,Cash,TRUE,Morning,Summer Sale,8,4,FALSE,FALSE,High,High,Offline Only,Offline
26,Male,Medium,Rural,6,646,Groceries,7,Online,TRUE,UPI,TRUE,Afternoon,New Year Sale,4,2,FALSE,TRUE,High,Medium,Online Only,Offline
38,Male,Low,Urban,19,258,Furniture,4,Online,FALSE,Credit Card,FALSE,Morning,Holiday Weekend,13,2,FALSE,FALSE,High,Medium,Offline Only,Offline
19,Male,Low,Rural,16,221,Beauty Products,2,Online,TRUE,Debit Card,FALSE,Afternoon,Holiday Weekend,5,8,FALSE,TRUE,Low,Low,Offline Only,Online
48,Male,Medium,Rural,10,522,Fashion,3,Online,FALSE,Debit Card,TRUE,Afternoon,Black Friday,4,3,TRUE,FALSE,High,High,Online Only,Online
48,Male,Low,Rural,17,866,Beauty Products,3,Offline,TRUE,Credit Card,FALSE,Afternoon,Summer Sale,6,2,FALSE,FALSE,Low,High,Offline Only,Online
52,Female,High,Rural,7,226,Beauty Products,3,Offline,FALSE,Debit Card,TRUE,Evening,Black Friday,15,4,FALSE,TRUE,Medium,High,Online Only,Offline
21,Male,Medium,Rural,14,315,Electronics,10,Online,FALSE,Digital Wallet,TRUE,Afternoon,New Year Sale,9,1,FALSE,TRUE,High,Medium,Online Only,Offline
19,Female,Low,Rural,20,810,Beauty Products,8,Offline,TRUE,Credit Card,FALSE,Morning,Holiday Weekend,3,7,TRUE,FALSE,High,Medium,Online Only,Online
20,Male,High,Urban,10,352,Furniture,3,Offline,TRUE,UPI,FALSE,Morning,Holiday Weekend,14,6,FALSE,TRUE,Low,Medium,Online Only,Online
21,Female,Low,Rural,15,365,Beauty Products,2,Online,FALSE,Credit Card,FALSE,Evening,New Year Sale,4,5,FALSE,TRUE,High,Medium,Offline Only,Offline
45,Male,Low,Rural,8,573,Electronics,6,Online,TRUE,Credit Card,TRUE,Evening,Black Friday,10,1,FALSE,FALSE,Medium,Medium,Offline Only,Online
25,Female,Medium,Suburban,16,102,Beauty Products,6,Online,FALSE,Credit Card,FALSE,Afternoon,Regular,4,3,FALSE,FALSE,Medium,Medium,Offline Only,Offline
36,Female,High,Rural,4,464,Beauty Products,3,Offline,FALSE,Debit Card,TRUE,Evening,Cyber Monday,7,4,TRUE,TRUE,High,Low,Offline Only,Online
25,Male,Medium,Rural,11,545,Fashion,7,Offline,TRUE,Digital Wallet,FALSE,Morning,Black Friday,12,3,FALSE,FALSE,High,Medium,Offline Only,Offline
44,Female,High,Rural,15,467,Electronics,8,Online,FALSE,Debit Card,FALSE,Afternoon,Regular,13,8,FALSE,TRUE,Low,Low,Online Only,Online
23,Male,Low,Suburban,13,233,Furniture,4,Online,FALSE,Cash,TRUE,Afternoon,Black Friday,13,5,FALSE,TRUE,Medium,Low,Offline Only,Offline
52,Female,High,Urban,8,908,Beauty Products,7,Offline,TRUE,Cash,FALSE,Morning,Black Friday,6,1,TRUE,TRUE,Medium,High,Online Only,Offline
36,Female,Low,Rural,20,130,Groceries,5,Online,FALSE,Cash,TRUE,Morning,Summer Sale,15,6,TRUE,TRUE,Medium,Low,Offline Only,Offline
47,Male,High,Rural,16,754,Fashion,1,Online,TRUE,Cash,FALSE,Morning,Regular,14,5,FALSE,FALSE,Low,Medium,Offline Only,Offline
30,Male,Medium,Rural,16,549,Beauty Products,1,Online,FALSE,Debit Card,TRUE,Evening,Regular,1,4,TRUE,FALSE,Low,Low,Online Only,Online
39,Male,Medium,Rural,14,651,Furniture,5,Online,FALSE,Digital Wallet,FALSE,Morning,Black Friday,5,6,FALSE,FALSE,Low,High,Online Only,Online
26,Male,High,Rural,15,248,Electronics,9,Online,FALSE,UPI,TRUE,Morning,New Year Sale,14,7,TRUE,FALSE,High,Medium,Online Only,Offline
43,Female,High,Suburban,12,676,Beauty Products,8,Offline,TRUE,Cash,TRUE,Evening,Black Friday,14,7,TRUE,TRUE,Medium,Medium,Online Only,Offline
35,Female,High,Urban,15,713,Electronics,1,Online,TRUE,Debit Card,TRUE,Evening,New Year Sale,1,8,TRUE,TRUE,Medium,Low,Offline Only,Online
28,Male,Low,Rural,16,734,Fashion,2,Offline,FALSE,UPI,TRUE,Afternoon,Cyber Monday,9,2,TRUE,TRUE,Low,High,Online Only,Online
24,Male,High,Rural,19,992,Furniture,6,Online,TRUE,Cash,FALSE,Morning,New Year Sale,14,5,FALSE,TRUE,Medium,Medium,Online Only,Online
29,Female,High,Urban,9,269,Fashion,3,Online,TRUE,Debit Card,FALSE,Morning,Holiday Weekend,6,4,FALSE,FALSE,Medium,High,Offline Only,Offline
23,Male,Low,Rural,3,755,Groceries,1,Offline,TRUE,Credit Card,TRUE,Evening,New Year Sale,2,6,FALSE,TRUE,Medium,Low,Online Only,Online
50,Female,High,Suburban,19,374,Furniture,10,Offline,FALSE,Digital Wallet,TRUE,Morning,Cyber Monday,14,6,FALSE,TRUE,Medium,Medium,Offline Only,Online
36,Female,Low,Urban,14,442,Home Appliances,3,Offline,FALSE,Cash,TRUE,Afternoon,Summer Sale,2,5,FALSE,TRUE,Medium,Low,Online Only,Offline
23,Male,High,Urban,11,673,Home Appliances,5,Offline,FALSE,Debit Card,TRUE,Afternoon,Summer Sale,13,7,TRUE,FALSE,Low,High,Offline Only,Online
19,Female,Medium,Urban,15,767,Furniture,8,Online,TRUE,UPI,TRUE,Evening,Black Friday,9,4,TRUE,TRUE,Medium,Medium,Online Only,Offline
44,Male,High,Urban,18,555,Electronics,8,Offline,FALSE,Cash,FALSE,Morning,Regular,5,8,TRUE,TRUE,Low,Medium,Offline Only,Online
27,Female,Low,Urban,16,841,Beauty Products,2,Offline,FALSE,Digital Wallet,FALSE,Afternoon,Holiday Weekend,3,5,TRUE,FALSE,Low,Medium,Offline Only,Offline
32,Female,High,Rural,7,695,Electronics,9,Offline,TRUE,Cash,FALSE,Afternoon,Cyber Monday,7,5,FALSE,FALSE,Low,Medium,Online Only,Online
29,Female,Medium,Rural,19,866,Electronics,10,Offline,TRUE,UPI,TRUE,Afternoon,Regular,12,8,FALSE,TRUE,Low,Low,Online Only,Online
41,Female,Low,Suburban,20,979,Groceries,5,Online,TRUE,Cash,TRUE,Evening,New Year Sale,3,3,TRUE,FALSE,Medium,High,Online Only,Online
44,Female,Low,Rural,18,424,Groceries,6,Offline,TRUE,Debit Card,TRUE,Evening,Cyber Monday,13,7,FALSE,TRUE,High,High,Online Only,Online
19,Female,High,Rural,12,440,Groceries,8,Online,TRUE,Cash,FALSE,Morning,Cyber Monday,8,2,FALSE,TRUE,Medium,Low,Online Only,Online
33,Male,Medium,Urban,14,206,Beauty Products,10,Offline,TRUE,UPI,FALSE,Afternoon,Cyber Monday,14,5,TRUE,TRUE,Medium,High,Online Only,Online
34,Male,Low,Urban,16,782,Electronics,5,Offline,FALSE,UPI,TRUE,Evening,Holiday Weekend,13,8,FALSE,FALSE,Medium,High,Offline Only,Online
49,Male,High,Suburban,10,939,Furniture,7,Offline,TRUE,Digital Wallet,TRUE,Morning,Regular,1,7,FALSE,TRUE,Low,Low,Online Only,Offline
46,Female,Medium,Urban,19,542,Beauty Products,4,Offline,FALSE,UPI,FALSE,Morning,New Year Sale,4,3,FALSE,FALSE,Low,High,Offline Only,Offline
40,Male,Low,Urban,9,980,Furniture,1,Online,TRUE,Debit Card,TRUE,Evening,Summer Sale,2,4,FALSE,TRUE,Low,Low,Online Only,Online
18,Male,Medium,Rural,12,289,Electronics,8,Online,FALSE,Debit Card,FALSE,Afternoon,Summer Sale,10,5,FALSE,TRUE,Medium,High,Online Only,Online
35,Female,Low,Rural,13,421,Electronics,7,Online,TRUE,Credit Card,FALSE,Afternoon,New Year Sale,14,1,TRUE,FALSE,High,Medium,Online Only,Online
27,Female,Low,Rural,16,548,Furniture,5,Offline,FALSE,Cash,TRUE,Afternoon,Regular,7,5,TRUE,FALSE,High,High,Online Only,Online
37,Female,High,Urban,10,273,Home Appliances,9,Online,TRUE,Cash,TRUE,Afternoon,Summer Sale,3,1,FALSE,FALSE,Low,High,Online Only,Online
46,Female,Low,Rural,7,376,Groceries,5,Offline,TRUE,Credit Card,FALSE,Morning,Regular,3,3,TRUE,FALSE,High,Medium,Offline Only,Online
39,Male,Low,Rural,17,447,Home Appliances,4,Offline,FALSE,Cash,TRUE,Afternoon,Black Friday,3,3,TRUE,TRUE,Low,High,Offline Only,Offline
31,Female,Low,Suburban,17,509,Fashion,5,Online,TRUE,Debit Card,TRUE,Evening,Summer Sale,8,2,FALSE,TRUE,Low,Medium,Online Only,Online
22,Female,Low,Rural,11,849,Home Appliances,3,Online,FALSE,Digital Wallet,FALSE,Evening,Cyber Monday,15,4,TRUE,FALSE,High,High,Offline Only,Online
29,Female,Low,Urban,4,586,Fashion,8,Offline,TRUE,Digital Wallet,FALSE,Evening,Summer Sale,14,2,FALSE,TRUE,High,Medium,Online Only,Offline
21,Female,Medium,Rural,10,323,Home Appliances,10,Offline,TRUE,Cash,FALSE,Afternoon,Summer Sale,5,2,FALSE,TRUE,Medium,Medium,Offline Only,Offline
26,Female,High,Rural,10,799,Groceries,7,Offline,FALSE,Cash,TRUE,Afternoon,Holiday Weekend,10,1,FALSE,TRUE,Medium,Medium,Offline Only,Online
30,Female,Medium,Urban,10,366,Furniture,5,Online,TRUE,Debit Card,FALSE,Evening,Black Friday,14,5,TRUE,TRUE,Low,High,Online Only,Offline
40,Female,High,Rural,3,606,Furniture,3,Online,TRUE,UPI,FALSE,Morning,Cyber Monday,6,3,FALSE,TRUE,Low,Medium,Offline Only,Online
22,Female,Low,Urban,3,891,Furniture,7,Online,FALSE,Cash,TRUE,Morning,Regular,8,4,TRUE,TRUE,High,Medium,Offline Only,Offline
27,Female,High,Urban,5,254,Electronics,10,Online,TRUE,UPI,TRUE,Afternoon,Black Friday,5,4,FALSE,FALSE,Medium,High,Offline Only,Offline
24,Female,Low,Rural,16,189,Home Appliances,8,Online,FALSE,Debit Card,FALSE,Afternoon,Summer Sale,4,1,TRUE,FALSE,Low,High,Online Only,Online
35,Female,High,Urban,5,807,Home Appliances,7,Online,FALSE,UPI,TRUE,Afternoon,New Year Sale,15,5,FALSE,FALSE,Low,Low,Offline Only,Offline
29,Male,High,Urban,6,501,Electronics,10,Online,FALSE,Credit Card,FALSE,Morning,New Year Sale,12,8,FALSE,FALSE,High,Low,Offline Only,Offline
20,Male,High,Rural,3,344,Beauty Products,3,Online,FALSE,Debit Card,TRUE,Afternoon,Regular,2,1,TRUE,FALSE,Medium,High,Offline Only,Offline
28,Female,Low,Suburban,12,327,Groceries,8,Online,TRUE,UPI,FALSE,Morning,New Year Sale,2,1,TRUE,TRUE,High,High,Offline Only,Offline
33,Male,Low,Urban,14,685,Furniture,6,Online,FALSE,Digital Wallet,TRUE,Evening,Summer Sale,4,1,TRUE,FALSE,High,Medium,Online Only,Online
31,Male,Medium,Suburban,18,583,Electronics,2,Online,TRUE,Debit Card,TRUE,Morning,Regular,5,2,FALSE,TRUE,Low,Low,Online Only,Online
48,Male,Low,Suburban,7,710,Electronics,9,Online,TRUE,Credit Card,TRUE,Evening,Summer Sale,1,5,FALSE,TRUE,Medium,High,Offline Only,Online
46,Female,Medium,Urban,6,545,Furniture,10,Offline,FALSE,UPI,FALSE,Evening,Holiday Weekend,9,4,FALSE,TRUE,Medium,Low,Offline Only,Online
32,Male,High,Rural,4,697,Home Appliances,2,Offline,TRUE,Cash,TRUE,Evening,Black Friday,6,8,TRUE,FALSE,High,Medium,Online Only,Online
52,Female,Low,Rural,12,245,Groceries,1,Offline,TRUE,Credit Card,TRUE,Afternoon,Regular,14,1,FALSE,FALSE,Low,Low,Online Only,Offline
36,Male,High,Suburban,12,867,Groceries,2,Offline,FALSE,Debit Card,FALSE,Afternoon,New Year Sale,12,7,FALSE,TRUE,Low,High,Offline Only,Online
44,Male,Medium,Urban,12,214,Fashion,9,Online,FALSE,UPI,FALSE,Evening,New Year Sale,4,3,TRUE,FALSE,High,Low,Offline Only,Online
22,Female,High,Rural,11,963,Electronics,7,Offline,TRUE,Cash,TRUE,Afternoon,Holiday Weekend,13,4,TRUE,FALSE,Low,Medium,Offline Only,Online
29,Male,High,Urban,20,264,Beauty Products,2,Offline,TRUE,Digital Wallet,FALSE,Afternoon,Cyber Monday,1,4,TRUE,FALSE,High,Low,Online Only,Offline
25,Male,Medium,Urban,11,710,Furniture,4,Online,TRUE,UPI,TRUE,Evening,New Year Sale,11,4,FALSE,TRUE,High,Medium,Online Only,Online
28,Male,Medium,Suburban,16,430,Fashion,6,Offline,TRUE,Digital Wallet,FALSE,Evening,Holiday Weekend,4,1,TRUE,TRUE,High,High,Offline Only,Offline
38,Male,Low,Rural,13,512,Fashion,4,Offline,FALSE,Cash,FALSE,Evening,Summer Sale,9,2,FALSE,TRUE,Medium,Low,Offline Only,Online
19,Female,Low,Urban,13,762,Beauty Products,7,Offline,TRUE,Cash,FALSE,Evening,Holiday Weekend,6,4,TRUE,TRUE,Low,Low,Online Only,Online
24,Female,Low,Suburban,18,468,Fashion,10,Online,TRUE,Cash,TRUE,Morning,New Year Sale,2,6,FALSE,TRUE,Low,Medium,Offline Only,Online
26,Male,Low,Urban,16,821,Beauty Products,1,Offline,TRUE,Cash,TRUE,Afternoon,Summer Sale,8,4,TRUE,TRUE,Medium,Low,Offline Only,Offline
42,Female,High,Suburban,3,780,Beauty Products,8,Offline,FALSE,Digital Wallet,TRUE,Evening,Black Friday,15,7,TRUE,TRUE,High,Low,Online Only,Offline
18,Male,Medium,Suburban,10,669,Electronics,7,Offline,TRUE,Digital Wallet,FALSE,Afternoon,Regular,5,8,FALSE,TRUE,High,Medium,Online Only,Online
28,Male,Medium,Suburban,4,128,Electronics,2,Online,FALSE,Credit Card,TRUE,Morning,New Year Sale,15,7,FALSE,FALSE,Medium,Medium,Online Only,Offline
31,Female,High,Rural,17,993,Beauty Products,5,Offline,FALSE,Cash,TRUE,Afternoon,Black Friday,9,5,FALSE,FALSE,Low,High,Offline Only,Online
36,Female,Low,Suburban,17,650,Groceries,4,Online,TRUE,Digital Wallet,FALSE,Afternoon,Regular,10,1,TRUE,FALSE,Low,Medium,Offline Only,Online
32,Female,Medium,Rural,11,944,Home Appliances,9,Offline,TRUE,Cash,FALSE,Morning,Black Friday,14,2,FALSE,TRUE,Low,Low,Offline Only,Online
46,Female,High,Urban,11,189,Fashion,3,Online,TRUE,UPI,TRUE,Morning,Cyber Monday,1,1,FALSE,TRUE,Low,Low,Offline Only,Online
44,Male,Medium,Urban,9,704,Beauty Products,3,Online,TRUE,Credit Card,FALSE,Afternoon,Cyber Monday,6,6,FALSE,TRUE,Low,Medium,Offline Only,Offline
26,Male,Low,Suburban,3,102,Beauty Products,7,Online,FALSE,Cash,TRUE,Evening,Summer Sale,3,7,TRUE,TRUE,Medium,High,Offline Only,Offline
43,Female,Medium,Rural,5,108,Fashion,3,Online,TRUE,Debit Card,TRUE,Evening,Regular,12,1,TRUE,TRUE,Low,Medium,Online Only,Online
24,Female,High,Suburban,16,934,Furniture,4,Offline,TRUE,Digital Wallet,TRUE,Evening,New Year Sale,2,1,TRUE,FALSE,High,Low,Online Only,Offline
37,Male,Medium,Rural,20,428,Electronics,1,Offline,FALSE,UPI,TRUE,Afternoon,Summer Sale,13,8,TRUE,FALSE,Medium,Medium,Online Only,Online
44,Male,Medium,Suburban,19,754,Home Appliances,2,Online,TRUE,Credit Card,TRUE,Morning,Holiday Weekend,5,6,FALSE,FALSE,High,High,Offline Only,Offline
25,Female,Low,Suburban,17,626,Home Appliances,10,Offline,FALSE,Digital Wallet,FALSE,Morning,Black Friday,4,4,TRUE,TRUE,High,Low,Offline Only,Offline
32,Male,Medium,Suburban,20,776,Electronics,9,Online,TRUE,Credit Card,FALSE,Afternoon,Black Friday,13,8,FALSE,FALSE,Medium,High,Online Only,Offline
45,Female,Low,Urban,13,192,Beauty Products,4,Offline,TRUE,UPI,TRUE,Afternoon,New Year Sale,15,5,FALSE,TRUE,Low,High,Online Only,Offline
35,Male,Low,Suburban,8,786,Groceries,4,Online,TRUE,Debit Card,FALSE,Morning,Cyber Monday,10,3,FALSE,TRUE,High,Low,Offline Only,Offline
25,Female,Medium,Suburban,5,860,Furniture,8,Offline,TRUE,UPI,FALSE,Morning,Black Friday,9,4,TRUE,TRUE,Low,Low,Offline Only,Online
43,Female,Low,Rural,12,747,Electronics,7,Online,TRUE,Cash,TRUE,Afternoon,Black Friday,2,1,TRUE,FALSE,Medium,Medium,Online Only,Online
26,Male,Medium,Urban,5,383,Fashion,8,Offline,TRUE,Debit Card,FALSE,Morning,Regular,14,6,FALSE,TRUE,High,Low,Offline Only,Online
48,Male,Low,Rural,4,659,Fashion,3,Offline,FALSE,UPI,FALSE,Evening,Regular,5,1,FALSE,FALSE,Medium,Medium,Offline Only,Online
32,Female,Low,Suburban,19,731,Electronics,6,Online,FALSE,Credit Card,FALSE,Evening,Cyber Monday,2,2,FALSE,TRUE,High,Medium,Offline Only,Online
25,Female,Low,Suburban,6,287,Electronics,8,Offline,TRUE,UPI,FALSE,Evening,Cyber Monday,9,6,TRUE,TRUE,Low,Medium,Offline Only,Offline
27,Male,Low,Rural,10,497,Furniture,4,Online,FALSE,Debit Card,TRUE,Afternoon,Cyber Monday,2,3,TRUE,FALSE,Low,Medium,Offline Only,Offline
52,Female,Low,Urban,20,671,Home Appliances,10,Online,TRUE,Digital Wallet,TRUE,Afternoon,New Year Sale,9,7,FALSE,TRUE,High,High,Offline Only,Online
20,Male,High,Suburban,15,608,Beauty Products,1,Offline,FALSE,Digital Wallet,FALSE,Afternoon,Regular,14,2,TRUE,FALSE,Medium,Low,Online Only,Online
29,Male,High,Suburban,4,762,Groceries,9,Online,TRUE,Credit Card,TRUE,Evening,New Year Sale,10,6,FALSE,TRUE,Medium,High,Online Only,Online
28,Female,Low,Suburban,11,145,Home Appliances,7,Offline,TRUE,Digital Wallet,TRUE,Morning,Regular,13,8,FALSE,FALSE,High,High,Online Only,Online
20,Female,High,Suburban,12,171,Electronics,3,Online,FALSE,Debit Card,FALSE,Morning,Black Friday,1,2,TRUE,TRUE,High,Medium,Online Only,Offline
39,Male,Medium,Suburban,16,238,Electronics,8,Online,FALSE,Credit Card,FALSE,Evening,Summer Sale,14,4,TRUE,FALSE,Low,Medium,Online Only,Online
34,Female,Low,Urban,13,648,Groceries,8,Offline,FALSE,Cash,TRUE,Morning,Holiday Weekend,2,5,FALSE,TRUE,High,Low,Offline Only,Offline
44,Female,Low,Rural,9,872,Electronics,8,Offline,TRUE,UPI,TRUE,Afternoon,Summer Sale,15,4,FALSE,TRUE,Low,High,Online Only,Online
22,Female,Low,Suburban,10,386,Furniture,8,Online,TRUE,Debit Card,FALSE,Evening,Cyber Monday,2,8,FALSE,TRUE,Low,Low,Online Only,Online
26,Male,High,Rural,7,224,Groceries,6,Online,FALSE,Debit Card,TRUE,Morning,New Year Sale,4,1,FALSE,FALSE,High,Medium,Offline Only,Offline
38,Female,High,Urban,19,913,Groceries,7,Offline,TRUE,Cash,FALSE,Afternoon,Summer Sale,1,5,FALSE,FALSE,Low,Medium,Offline Only,Offline
47,Male,Low,Urban,18,871,Home Appliances,5,Offline,TRUE,Digital Wallet,FALSE,Evening,Summer Sale,6,3,FALSE,FALSE,Low,Low,Offline Only,Online
21,Male,Medium,Rural,6,417,Electronics,6,Offline,FALSE,Digital Wallet,TRUE,Morning,Summer Sale,3,1,TRUE,TRUE,Medium,Low,Online Only,Online
22,Male,Medium,Suburban,19,671,Fashion,9,Offline,TRUE,UPI,TRUE,Afternoon,Regular,10,4,FALSE,TRUE,Low,Low,Offline Only,Offline
18,Female,Low,Urban,9,980,Beauty Products,10,Offline,FALSE,Cash,FALSE,Morning,Holiday Weekend,11,5,TRUE,TRUE,Low,Medium,Online Only,Online
36,Male,High,Rural,17,490,Home Appliances,5,Online,FALSE,Cash,TRUE,Afternoon,Holiday Weekend,8,5,TRUE,TRUE,Medium,Low,Online Only,Offline
23,Female,Low,Suburban,6,851,Beauty Products,10,Offline,FALSE,Debit Card,TRUE,Morning,Summer Sale,4,5,FALSE,FALSE,Medium,High,Online Only,Online
18,Female,Medium,Urban,8,427,Electronics,1,Online,TRUE,Credit Card,FALSE,Evening,Cyber Monday,1,7,FALSE,FALSE,High,Low,Offline Only,Offline
42,Female,Low,Urban,16,582,Furniture,9,Offline,FALSE,UPI,FALSE,Afternoon,Summer Sale,13,6,FALSE,TRUE,Medium,High,Offline Only,Online
52,Male,Medium,Rural,8,551,Furniture,5,Offline,FALSE,UPI,TRUE,Evening,Holiday Weekend,6,6,TRUE,FALSE,Medium,High,Online Only,Online
22,Female,High,Urban,7,371,Home Appliances,3,Offline,FALSE,Cash,FALSE,Afternoon,Black Friday,1,3,FALSE,FALSE,High,Low,Offline Only,Offline
40,Female,Low,Rural,14,529,Fashion,9,Online,FALSE,Digital Wallet,TRUE,Afternoon,Holiday Weekend,12,6,TRUE,FALSE,High,Medium,Online Only,Online
51,Female,Low,Suburban,3,698,Furniture,4,Offline,FALSE,Debit Card,FALSE,Evening,New Year Sale,3,8,TRUE,TRUE,High,Low,Offline Only,Offline
31,Male,High,Suburban,8,933,Furniture,5,Online,TRUE,Debit Card,TRUE,Evening,Black Friday,13,4,FALSE,TRUE,Medium,High,Online Only,Offline
